"","event_name","Date","Tickets","Season","Game_Number","Day","effective_day","O_Team","Time_Type2","Month","Weekend","School","start_of_homestand","end_of_homestand","Opening_Day","Holiday","Fourth_of_july","Final_Game","BobbleHead","replica","Day_In_Homestand","star_wars","concert","christian_concert","playoff_odds","delete","afternoon_weekday","afternoon_weekend","Week","weighted_odds","first_homestand","Time_Type"
"284","EXBB0626",2022-06-26,42217,2022,41,"SUN","SUN","Los Angeles Dodgers",3,"Jun",1,0,0,1,0,0,0,0,0,0,7,0,0,0,89,0,0,1,27,1435,0,5
"285","EXBB0704",2022-07-04,41975,2022,42,"MON","SUN","St. Louis Cardinals",3,"Jul",0,0,1,0,0,0,1,0,0,0,1,0,0,0,95,0,0,0,28,1470,0,3
"286","EXBB0705",2022-07-05,34656,2022,43,"TUE","TUE","St. Louis Cardinals",3,"Jul",0,0,0,0,0,0,0,0,0,0,2,0,0,0,96,0,0,0,28,1505,0,5
"287","EXBB0706",2022-07-06,36718,2022,44,"WED","WED","St. Louis Cardinals",3,"Jul",0,0,0,0,0,0,0,0,1,0,3,0,0,0,97,0,0,0,28,1540,0,5
"288","EXBB0707",2022-07-07,37756,2022,45,"THU","THU","St. Louis Cardinals",3,"Jul",0,0,0,0,0,0,0,0,0,0,4,0,0,0,97,0,0,0,28,1575,0,5
"289","EXBB0708",2022-07-08,41725,2022,46,"FRI","FRI","Washington Nationals",3,"Jul",1,0,0,0,0,0,0,0,0,0,5,0,0,0,97,0,0,0,28,1610,0,3
"290","EXBB0709",2022-07-09,40632,2022,47,"SAT","SAT","Washington Nationals",2,"Jul",1,0,0,0,0,0,0,0,0,0,6,0,0,0,98,0,0,0,28,1645,0,2
"291","EXBB0710",2022-07-10,33053,2022,48,"SUN","SUN","Washington Nationals",1,"Jul",1,0,0,0,0,0,0,0,0,0,7,0,0,0,98,0,0,1,29,1680,0,1
"292","EXBB0711",2022-07-11,42925,2022,49,"MON","MON","New York Mets",3,"Jul",0,0,0,0,0,0,0,0,0,1,8,0,0,0,98,0,0,0,29,1715,0,5
"293","EXBB0712",2022-07-12,42217,2022,50,"TUE","TUE","New York Mets",3,"Jul",0,0,0,0,0,0,0,0,1,0,9,0,0,0,98,0,0,0,29,1750,0,5
"294","EXBB0713",2022-07-13,34879,2022,51,"WED","WED","New York Mets",1,"Jul",0,0,0,1,0,0,0,0,0,0,10,0,0,0,98,0,1,0,29,1785,0,4
"295","EXBB0722",2022-07-22,42867,2022,52,"FRI","FRI","Los Angeles Angels",3,"Jul",1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,30,1820,0,3
"296","EXBB0723",2022-07-23,42827,2022,53,"SAT","SAT","Los Angeles Angels",3,"Jul",1,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,30,1855,0,3
"297","EXBB0724",2022-07-24,42663,2022,54,"SUN","SUN","Los Angeles Angels",1,"Jul",1,0,0,1,0,0,0,0,0,0,3,0,0,0,98,0,0,1,31,1890,0,1
"298","EXBB0729",2022-07-29,41536,2022,55,"FRI","FRI","Arizona Diamondbacks",3,"Jul",1,0,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,31,1925,0,3
"299","EXBB0730",2022-07-30,41682,2022,56,"SAT","SAT","Arizona Diamondbacks",3,"Jul",1,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,31,1960,0,3
"300","EXBB0731",2022-07-31,39005,2022,57,"SUN","SUN","Arizona Diamondbacks",1,"Jul",1,0,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,1,32,1995,0,1
"301","EXBB0802",2022-08-02,38932,2022,58,"TUE","TUE","Philadelphia Phillies",3,"Aug",0,1,0,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,32,2030,0,5
"302","EXBB0803",2022-08-03,30380,2022,59,"WED","WED","Philadelphia Phillies",3,"Aug",0,1,0,1,0,0,0,0,0,0,2,0,0,0,98,0,0,0,32,2065,0,5
"303","EXBB0815",2022-08-15,38380,2022,60,"MON","MON","New York Mets",3,"Aug",0,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,34,2100,0,5
"304","EXBB0816",2022-08-16,37449,2022,61,"TUE","TUE","New York Mets",3,"Aug",0,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,34,2135,0,5
"305","EXBB0817",2022-08-17,34308,2022,62,"WED","WED","New York Mets",3,"Aug",0,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,0,34,2170,0,5
"306","EXBB0818",2022-08-18,39378,2022,63,"THU","THU","New York Mets",3,"Aug",0,1,0,0,0,0,0,0,0,0,4,0,0,0,98,0,0,0,34,2205,0,5
"307","EXBB0819",2022-08-19,42837,2022,64,"FRI","FRI","Houston Astros",3,"Aug",1,1,0,0,0,0,0,0,0,0,5,0,0,0,98,0,0,0,34,2240,0,3
"308","EXBB0820",2022-08-20,42893,2022,65,"SAT","SAT","Houston Astros",3,"Aug",1,1,0,0,0,0,0,0,0,0,6,0,0,0,98,0,0,0,34,2275,0,3
"309","EXBB0821",2022-08-21,42531,2022,66,"SUN","SUN","Houston Astros",1,"Aug",1,1,0,1,0,0,0,0,0,0,7,0,0,0,98,0,0,1,35,2310,0,1
"310","EXBB0830",2022-08-30,34237,2022,67,"TUE","TUE","Colorado Rockies",3,"Aug",0,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,36,2345,0,5
"311","EXBB0831",2022-08-31,29554,2022,68,"WED","WED","Colorado Rockies",3,"Aug",0,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,36,2380,0,5
"312","EXBB0901",2022-09-01,31203,2022,69,"THU","THU","Colorado Rockies",3,"Sep",0,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,0,36,2415,0,5
"313","EXBB0902",2022-09-02,42161,2022,70,"FRI","FRI","Miami Marlins",3,"Sep",1,1,0,0,0,0,0,0,1,0,4,0,0,0,98,0,0,0,36,2450,0,3
"314","EXBB0903",2022-09-03,42405,2022,71,"SAT","SAT","Miami Marlins",3,"Sep",1,1,0,0,0,0,0,0,0,0,5,0,0,0,98,0,0,0,36,2485,0,3
"315","EXBB0904",2022-09-04,42360,2022,72,"SUN","SAT","Miami Marlins",1,"Sep",1,1,0,1,0,0,0,0,0,0,6,0,0,0,98,0,0,1,37,2520,0,1
"316","EXBB0916",2022-09-16,42578,2022,73,"FRI","FRI","Philadelphia Phillies",3,"Sep",1,1,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,38,2555,0,3
"317","EXBB0917",2022-09-17,42542,2022,74,"SAT","SAT","Philadelphia Phillies",3,"Sep",1,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,38,2590,0,3
"318","EXBB0918",2022-09-18,42015,2022,75,"SUN","SUN","Philadelphia Phillies",1,"Sep",1,1,0,0,0,0,0,0,0,0,3,0,0,0,98,0,0,1,39,2625,0,1
"319","EXBB0919",2022-09-19,33443,2022,76,"MON","MON","Washington Nationals",3,"Sep",0,1,0,0,0,0,0,0,0,0,4,0,0,0,98,0,0,0,39,2660,0,5
"320","EXBB0920",2022-09-20,40224,2022,77,"TUE","TUE","Washington Nationals",3,"Sep",0,1,0,0,0,0,0,0,1,0,5,0,0,0,98,0,0,0,39,2695,0,5
"321","EXBB0921",2022-09-21,37240,2022,78,"WED","WED","Washington Nationals",1,"Sep",0,1,0,1,0,0,0,0,0,0,6,0,0,0,98,0,1,0,39,2730,0,4
"322","EXBB0930",2022-09-30,42402,2022,79,"FRI","FRI","New York Mets",3,"Sep",1,1,1,0,0,0,0,0,1,0,1,0,0,0,98,0,0,0,40,2765,0,3
"323","EXBB1001",2022-10-01,42561,2022,80,"SAT","SAT","New York Mets",3,"Oct",1,1,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,40,2800,0,3
"324","EXBB1002",2022-10-02,42713,2022,81,"SUN","SUN","New York Mets",1,"Oct",1,1,0,1,0,0,0,0,0,0,3,0,0,0,98,0,0,1,41,2835,0,1
